response,rt,difficulty,subj_idx
1.0,3.431,hard,31
1.0,1.554,hard,31
1.0,0.615000000002,hard,31
0.0,0.961999999998,hard,31
1.0,1.003,hard,31
1.0,1.303,hard,31
0.0,1.034,easy,32
0.0,1.382,easy,32
1.0,1.926,easy,32
1.0,0.837000000002,easy,32
0.0,1.126,easy,32
1.0,1.425,easy,32
1.0,0.946000000002,easy,32
1.0,2.884,easy,32
0.0,1.71,easy,32
1.0,1.123,easy,32
0.0,0.841999999998,easy,32
0.0,2.775,easy,32
1.0,1.091,easy,32
1.0,1.961,easy,32
0.0,0.464999999998,easy,32
1.0,1.945,hard,32
1.0,0.628000000002,hard,32
1.0,2.079,hard,32
1.0,0.967000000002,hard,32
1.0,0.465000000002,hard,32
1.0,0.445000000002,hard,32
1.0,0.816000000002,hard,32
1.0,0.893000000002,hard,32
0.0,1.694,hard,32
1.0,2.176,hard,32
1.0,0.835000000002,hard,32
1.0,0.564000000002,hard,32
0.0,0.739999999998,hard,32
0.0,0.944999999998,hard,32
1.0,0.538000000002,hard,32
1.0,2.653,easy,33
0.0,2.494,easy,33
1.0,1.601,easy,33
1.0,3.168,easy,33
1.0,0.771000000002,easy,33
1.0,2.08,easy,33
0.0,1.697,easy,33
1.0,1.316,easy,33
1.0,2.156,easy,33
0.0,0.605999999998,easy,33
1.0,1.605,easy,33
1.0,0.755000000002,easy,33
1.0,1.104,easy,33
1.0,1.002,easy,33
0.0,1.429,easy,33
1.0,0.469000000002,hard,33
1.0,1.784,hard,33
1.0,0.417000000002,hard,33
1.0,1.01,hard,33
1.0,1.662,hard,33
0.0,2.765,hard,33
1.0,0.637000000002,hard,33
1.0,0.471000000002,hard,33
1.0,0.963000000002,hard,33
1.0,0.646000000002,hard,33
1.0,0.775000000002,hard,33
1.0,0.627000000002,hard,33
1.0,0.805000000002,hard,33
1.0,1.042,hard,33
1.0,1.04,hard,33
1.0,0.937000000002,easy,34
1.0,1.923,easy,34
0.0,0.445999999998,easy,34
0.0,0.550999999998,easy,34
1.0,2.893,easy,34
1.0,0.599000000002,easy,34
0.0,1.549,easy,34
1.0,1.462,easy,34
1.0,0.749000000002,easy,34
1.0,1.31,easy,34
1.0,0.660000000002,easy,34
1.0,0.610000000002,easy,34
1.0,0.784000000002,easy,34
1.0,1.922,easy,34
1.0,0.688000000002,easy,34
1.0,0.729000000002,hard,34
1.0,1.281,hard,34
1.0,0.686000000002,hard,34
1.0,1.053,hard,34
1.0,1.104,hard,34
1.0,0.522000000002,hard,34
1.0,0.670000000002,hard,34
1.0,0.518000000002,hard,34
1.0,0.663000000002,hard,34
1.0,1.811,hard,34
1.0,1.556,hard,34
1.0,1.081,hard,34
1.0,0.584000000002,hard,34
0.0,2.581,hard,34
1.0,2.193,hard,34
1.0,2.309,easy,35
1.0,0.694000000002,easy,35
1.0,1.995,easy,35
1.0,1.155,easy,35
1.0,0.480000000002,easy,35
1.0,0.902000000002,easy,35
0.0,0.601999999998,easy,35
1.0,1.816,easy,35
0.0,0.989999999998,easy,35
1.0,1.728,easy,35
0.0,1.052,easy,35
1.0,1.166,easy,35
0.0,0.570999999998,easy,35
0.0,0.695999999998,easy,35
1.0,1.778,easy,35
1.0,0.458000000002,hard,35
1.0,0.612000000002,hard,35
1.0,1.42,hard,35
1.0,0.681000000002,hard,35
1.0,1.015,hard,35
1.0,0.713000000002,hard,35
1.0,0.431000000002,hard,35
1.0,2.549,hard,35
0.0,0.688999999998,hard,35
1.0,2.378,hard,35
1.0,0.896000000002,hard,35
1.0,0.710000000002,hard,35
1.0,1.165,hard,35
1.0,1.626,hard,35
1.0,2.431,hard,35
0.0,0.475999999998,easy,36
1.0,0.894000000002,easy,36
1.0,1.025,easy,36
0.0,0.716999999998,easy,36
0.0,1.239,easy,36
0.0,0.565999999998,easy,36
0.0,3.411,easy,36
1.0,0.861000000002,easy,36
1.0,1.418,easy,36
1.0,2.059,easy,36
0.0,0.712999999998,easy,36
0.0,1.726,easy,36
0.0,0.719999999998,easy,36
1.0,1.651,easy,36
1.0,1.244,easy,36
0.0,0.380999999998,hard,36
0.0,1.161,hard,36
1.0,1.17,hard,36
1.0,0.464000000002,hard,36
1.0,1.077,hard,36
0.0,0.486999999998,hard,36
1.0,0.510000000002,hard,36
1.0,0.467000000002,hard,36
1.0,1.575,hard,36
1.0,1.18,hard,36
1.0,0.480000000002,hard,36
1.0,1.918,hard,36
1.0,1.53,hard,36
1.0,2.96,hard,36
1.0,1.05,hard,36
1.0,0.818000000002,easy,37
0.0,2.086,easy,37
1.0,0.785000000002,easy,37
0.0,4.274,easy,37
1.0,1.237,easy,37
1.0,1.755,easy,37
1.0,0.599000000002,easy,37
1.0,0.927000000002,easy,37
0.0,1.352,easy,37
1.0,0.576000000002,easy,37
1.0,0.538000000002,easy,37
1.0,0.464000000002,easy,37
0.0,1.294,easy,37
1.0,0.541000000002,easy,37
0.0,1.14,easy,37
0.0,1.377,hard,37
1.0,1.12,hard,37
0.0,0.861999999998,hard,37
0.0,1.426,hard,37
0.0,1.204,hard,37
0.0,0.738999999998,hard,37
1.0,2.285,hard,37
0.0,0.792999999998,hard,37
1.0,2.096,hard,37
1.0,1.569,hard,37
1.0,1.261,hard,37
1.0,0.903000000002,hard,37
1.0,0.603000000002,hard,37
1.0,1.011,hard,37
1.0,1.187,hard,37
1.0,1.211,easy,38
1.0,0.397000000002,easy,38
0.0,0.591999999998,easy,38
1.0,0.650000000002,easy,38
1.0,0.529000000002,easy,38
0.0,1.808,easy,38
1.0,1.123,easy,38
0.0,1.088,easy,38
1.0,0.721000000002,easy,38
1.0,0.913000000002,easy,38
1.0,1.278,easy,38
1.0,0.798000000002,easy,38
0.0,2.492,easy,38
1.0,0.646000000002,easy,38
1.0,0.596000000002,easy,38
1.0,0.997000000002,hard,38
1.0,0.471000000002,hard,38
0.0,0.860999999998,hard,38
1.0,0.536000000002,hard,38
1.0,1.775,hard,38
1.0,0.503000000002,hard,38
1.0,0.738000000002,hard,38
1.0,0.517000000002,hard,38
1.0,0.670000000002,hard,38
0.0,1.101,hard,38
1.0,4.019,hard,38
0.0,1.132,hard,38
1.0,1.863,hard,38
1.0,1.825,hard,38
1.0,0.753000000002,hard,38
1.0,1.492,easy,39
1.0,1.761,easy,39
1.0,0.922000000002,easy,39
1.0,0.672000000002,easy,39
1.0,1.003,easy,39
0.0,1.363,easy,39
0.0,1.287,easy,39
1.0,0.825000000002,easy,39
1.0,0.715000000002,easy,39
1.0,0.680000000002,easy,39
1.0,0.765000000002,easy,39
1.0,1.705,easy,39
0.0,1.43,easy,39
1.0,1.17,easy,39
0.0,0.514999999998,easy,39
1.0,0.713000000002,hard,39
1.0,0.657000000002,hard,39
0.0,0.542999999998,hard,39
1.0,0.524000000002,hard,39
1.0,1.332,hard,39
1.0,0.535000000002,hard,39
1.0,0.503000000002,hard,39
1.0,0.756000000002,hard,39
0.0,0.959999999998,hard,39
0.0,1.392,hard,39
0.0,0.738999999998,hard,39
1.0,1.202,hard,39
1.0,0.653000000002,hard,39
1.0,0.690000000002,hard,39
1.0,0.461000000002,hard,39
