subj_idx,response,cond,rt,trial,split_by,feedback,q_init
50,0.0,EF,0.9,113.0,2,0.0,0.5
50,1.0,CD,1.113,113.0,1,1.0,0.5
50,0.0,CD,1.383,114.0,1,0.0,0.5
50,1.0,AB,0.708,114.0,0,1.0,0.5
50,1.0,EF,0.901,114.0,2,1.0,0.5
50,0.0,CD,0.911,115.0,1,0.0,0.5
50,1.0,AB,0.705,115.0,0,1.0,0.5
50,0.0,EF,1.501,115.0,2,1.0,0.5
50,1.0,AB,0.672,116.0,0,1.0,0.5
50,0.0,EF,0.79,116.0,2,0.0,0.5
50,0.0,CD,2.284,116.0,1,0.0,0.5
50,0.0,CD,0.887,117.0,1,1.0,0.5
50,1.0,AB,0.622,117.0,0,1.0,0.5
50,0.0,EF,1.644,117.0,2,1.0,0.5
50,1.0,CD,1.066,118.0,1,1.0,0.5
50,1.0,EF,1.272,118.0,2,1.0,0.5
50,1.0,AB,1.023,118.0,0,0.0,0.5
50,1.0,AB,0.719,119.0,0,0.0,0.5
50,0.0,EF,4.706,119.0,2,1.0,0.5
50,0.0,CD,0.631,119.0,1,0.0,0.5
50,1.0,CD,3.142,120.0,1,1.0,0.5
50,1.0,AB,0.633,120.0,0,1.0,0.5
50,1.0,EF,0.591,120.0,2,1.0,0.5
56,1.0,AB,2.396,1.0,0,1.0,0.5
56,0.0,EF,1.319,1.0,2,0.0,0.5
56,0.0,CD,1.19,1.0,1,0.0,0.5
56,1.0,AB,0.917,2.0,0,1.0,0.5
56,0.0,EF,0.973,2.0,2,0.0,0.5
56,1.0,CD,0.976,2.0,1,1.0,0.5
56,0.0,AB,0.738,3.0,0,0.0,0.5
56,1.0,CD,0.845,3.0,1,0.0,0.5
56,0.0,EF,1.075,3.0,2,0.0,0.5
56,0.0,CD,1.202,4.0,1,0.0,0.5
56,1.0,EF,1.221,4.0,2,1.0,0.5
56,1.0,AB,0.731,4.0,0,1.0,0.5
56,1.0,EF,1.449,5.0,2,0.0,0.5
56,1.0,AB,1.157,5.0,0,1.0,0.5
56,1.0,CD,0.774,5.0,1,0.0,0.5
56,1.0,AB,0.603,6.0,0,1.0,0.5
56,0.0,EF,0.884,6.0,2,1.0,0.5
56,0.0,CD,0.908,6.0,1,0.0,0.5
56,0.0,EF,1.036,7.0,2,0.0,0.5
56,1.0,CD,1.007,7.0,1,0.0,0.5
56,0.0,AB,0.358,7.0,0,0.0,0.5
56,0.0,CD,0.317,8.0,1,1.0,0.5
56,1.0,EF,0.542,8.0,2,0.0,0.5
56,1.0,AB,0.483,8.0,0,1.0,0.5
56,1.0,EF,0.707,9.0,2,1.0,0.5
56,1.0,CD,0.317,9.0,1,0.0,0.5
56,0.0,AB,1.09,9.0,0,0.0,0.5
56,0.0,EF,0.879,10.0,2,1.0,0.5
56,0.0,CD,0.507,10.0,1,0.0,0.5
56,1.0,AB,0.329,10.0,0,0.0,0.5
56,0.0,AB,0.293,11.0,0,0.0,0.5
56,1.0,EF,0.661,11.0,2,1.0,0.5
56,0.0,CD,0.601,11.0,1,0.0,0.5
56,1.0,AB,0.483,12.0,0,0.0,0.5
56,0.0,CD,0.227,12.0,1,0.0,0.5
56,1.0,EF,0.34,12.0,2,0.0,0.5
56,1.0,AB,0.243,13.0,0,1.0,0.5
56,0.0,CD,0.708,13.0,1,1.0,0.5
56,0.0,EF,0.592,13.0,2,0.0,0.5
56,0.0,EF,0.989,14.0,2,1.0,0.5
56,1.0,CD,1.094,14.0,1,0.0,0.5
56,1.0,AB,1.314,14.0,0,1.0,0.5
56,1.0,EF,0.624,15.0,2,1.0,0.5
56,1.0,AB,1.234,15.0,0,0.0,0.5
56,1.0,CD,0.541,15.0,1,1.0,0.5
56,1.0,CD,0.595,16.0,1,1.0,0.5
56,1.0,AB,0.303,16.0,0,1.0,0.5
56,1.0,EF,0.585,16.0,2,1.0,0.5
56,0.0,CD,0.76,17.0,1,1.0,0.5
56,0.0,EF,0.684,17.0,2,1.0,0.5
56,1.0,AB,0.732,17.0,0,1.0,0.5
56,0.0,CD,0.699,18.0,1,0.0,0.5
56,0.0,EF,1.13,18.0,2,1.0,0.5
56,1.0,AB,0.678,18.0,0,1.0,0.5
56,0.0,CD,0.663,19.0,1,0.0,0.5
56,0.0,EF,0.408,19.0,2,1.0,0.5
56,1.0,AB,0.494,19.0,0,1.0,0.5
56,1.0,AB,0.701,20.0,0,1.0,0.5
56,0.0,CD,1.249,20.0,1,0.0,0.5
56,1.0,EF,0.249,20.0,2,1.0,0.5
56,0.0,AB,0.518,21.0,0,1.0,0.5
56,0.0,EF,0.52,21.0,2,1.0,0.5
56,0.0,CD,0.549,21.0,1,1.0,0.5
56,0.0,AB,0.317,22.0,0,0.0,0.5
56,1.0,CD,0.756,22.0,1,0.0,0.5
56,1.0,EF,0.22,23.0,2,0.0,0.5
56,1.0,AB,0.434,24.0,0,1.0,0.5
56,0.0,EF,0.753,24.0,2,0.0,0.5
56,0.0,EF,0.919,25.0,2,1.0,0.5
56,1.0,CD,0.947,25.0,1,0.0,0.5
56,1.0,AB,1.096,25.0,0,1.0,0.5
56,0.0,CD,1.274,26.0,1,1.0,0.5
56,0.0,EF,1.175,26.0,2,0.0,0.5
56,1.0,AB,1.343,26.0,0,1.0,0.5
56,1.0,CD,0.413,27.0,1,1.0,0.5
56,0.0,AB,0.616,27.0,0,0.0,0.5
56,1.0,EF,0.565,27.0,2,1.0,0.5
56,0.0,CD,0.377,28.0,1,0.0,0.5
56,0.0,EF,0.322,28.0,2,1.0,0.5
56,1.0,AB,0.899,28.0,0,0.0,0.5
56,1.0,CD,0.544,29.0,1,1.0,0.5
56,1.0,EF,0.974,29.0,2,1.0,0.5
56,1.0,AB,1.257,29.0,0,1.0,0.5
56,1.0,EF,2.649,30.0,2,1.0,0.5
56,1.0,AB,2.004,30.0,0,1.0,0.5
56,0.0,CD,0.876,30.0,1,0.0,0.5
56,1.0,EF,0.978,31.0,2,1.0,0.5
56,1.0,CD,0.604,31.0,1,1.0,0.5
56,0.0,AB,0.726,31.0,0,0.0,0.5
56,1.0,EF,3.854,32.0,2,1.0,0.5
56,1.0,CD,2.75,32.0,1,0.0,0.5
56,1.0,AB,0.704,32.0,0,1.0,0.5
56,0.0,EF,0.276,33.0,2,0.0,0.5
56,0.0,CD,0.404,33.0,1,0.0,0.5
56,0.0,AB,0.285,33.0,0,0.0,0.5
56,0.0,AB,0.206,34.0,0,0.0,0.5
56,0.0,CD,1.368,34.0,1,0.0,0.5
56,0.0,EF,0.258,34.0,2,0.0,0.5
56,0.0,AB,0.265,35.0,0,0.0,0.5
56,1.0,CD,0.386,35.0,1,1.0,0.5
56,1.0,EF,0.448,35.0,2,1.0,0.5
56,1.0,AB,0.701,36.0,0,1.0,0.5
56,0.0,EF,2.045,36.0,2,0.0,0.5
56,0.0,CD,0.959,36.0,1,0.0,0.5
56,1.0,EF,1.126,37.0,2,1.0,0.5
56,0.0,AB,1.504,37.0,0,0.0,0.5
56,0.0,CD,0.99,37.0,1,0.0,0.5
56,1.0,CD,1.189,38.0,1,1.0,0.5
56,1.0,AB,0.907,38.0,0,1.0,0.5
56,0.0,EF,0.662,38.0,2,0.0,0.5
56,1.0,AB,0.975,39.0,0,1.0,0.5
56,1.0,EF,1.123,39.0,2,1.0,0.5
56,1.0,CD,0.632,39.0,1,0.0,0.5
56,1.0,AB,1.055,40.0,0,1.0,0.5
56,0.0,EF,1.454,40.0,2,0.0,0.5
56,0.0,CD,0.497,40.0,1,0.0,0.5
56,0.0,AB,0.389,41.0,0,1.0,0.5
56,1.0,EF,0.28,41.0,2,1.0,0.5
56,1.0,CD,0.34,41.0,1,0.0,0.5
56,0.0,AB,2.309,42.0,0,0.0,0.5
56,0.0,EF,1.084,42.0,2,1.0,0.5
56,1.0,CD,1.124,42.0,1,0.0,0.5
56,0.0,EF,1.356,43.0,2,1.0,0.5
56,1.0,CD,1.112,43.0,1,1.0,0.5
56,1.0,AB,0.429,43.0,0,1.0,0.5
56,0.0,EF,0.619,44.0,2,0.0,0.5
56,0.0,AB,0.565,44.0,0,0.0,0.5
56,1.0,CD,0.275,45.0,1,0.0,0.5
56,0.0,AB,0.281,45.0,0,0.0,0.5
56,1.0,EF,0.425,45.0,2,0.0,0.5
56,1.0,EF,0.69,46.0,2,0.0,0.5
56,1.0,AB,0.396,46.0,0,1.0,0.5
56,0.0,CD,0.318,46.0,1,0.0,0.5
56,0.0,AB,1.421,47.0,0,1.0,0.5
56,1.0,EF,0.288,47.0,2,0.0,0.5
56,1.0,EF,0.26,48.0,2,1.0,0.5
56,1.0,CD,0.245,49.0,1,1.0,0.5
56,0.0,CD,0.487,50.0,1,0.0,0.5
56,0.0,EF,0.219,50.0,2,0.0,0.5
56,1.0,CD,0.271,51.0,1,1.0,0.5
56,1.0,EF,0.262,52.0,2,0.0,0.5
56,0.0,CD,0.239,52.0,1,0.0,0.5
56,1.0,EF,0.787,53.0,2,0.0,0.5
56,1.0,CD,0.763,53.0,1,1.0,0.5
56,1.0,AB,2.513,53.0,0,1.0,0.5
56,1.0,CD,0.906,54.0,1,0.0,0.5
56,0.0,AB,0.529,54.0,0,0.0,0.5
56,0.0,EF,0.216,55.0,2,0.0,0.5
56,1.0,CD,0.265,55.0,1,1.0,0.5
56,0.0,AB,0.216,56.0,0,1.0,0.5
56,0.0,CD,0.23,56.0,1,0.0,0.5
56,1.0,EF,0.211,56.0,2,1.0,0.5
56,0.0,EF,0.211,57.0,2,0.0,0.5
56,0.0,AB,0.295,57.0,0,0.0,0.5
56,1.0,CD,0.258,58.0,1,0.0,0.5
56,1.0,AB,0.294,58.0,0,1.0,0.5
56,0.0,EF,0.242,58.0,2,0.0,0.5
56,1.0,AB,0.321,59.0,0,1.0,0.5
56,1.0,EF,0.253,59.0,2,0.0,0.5
56,0.0,CD,0.462,59.0,1,1.0,0.5
56,0.0,CD,0.355,60.0,1,0.0,0.5
56,1.0,AB,0.319,60.0,0,1.0,0.5
56,1.0,EF,0.222,60.0,2,1.0,0.5
56,1.0,EF,0.58,61.0,2,1.0,0.5
56,1.0,CD,0.673,61.0,1,0.0,0.5
56,1.0,AB,0.989,61.0,0,1.0,0.5
56,1.0,AB,0.883,62.0,0,1.0,0.5
56,0.0,CD,1.34,62.0,1,0.0,0.5
56,0.0,EF,0.805,62.0,2,0.0,0.5
56,1.0,EF,1.172,63.0,2,1.0,0.5
56,0.0,CD,0.256,63.0,1,0.0,0.5
56,1.0,AB,0.439,63.0,0,1.0,0.5
56,1.0,EF,0.491,64.0,2,0.0,0.5
56,1.0,AB,0.23,64.0,0,1.0,0.5
56,1.0,CD,0.212,64.0,1,1.0,0.5
56,1.0,CD,0.229,65.0,1,1.0,0.5
56,1.0,AB,0.21,65.0,0,1.0,0.5
56,1.0,EF,0.225,65.0,2,1.0,0.5
56,1.0,CD,0.215,66.0,1,0.0,0.5
56,0.0,AB,0.245,66.0,0,0.0,0.5
56,1.0,CD,0.202,67.0,1,1.0,0.5
56,1.0,AB,0.216,67.0,0,1.0,0.5
56,1.0,EF,0.254,67.0,2,1.0,0.5
56,0.0,AB,0.229,68.0,0,0.0,0.5
56,0.0,EF,0.26,68.0,2,1.0,0.5
56,0.0,CD,0.25,68.0,1,0.0,0.5
56,0.0,CD,0.216,69.0,1,1.0,0.5
56,1.0,AB,1.207,69.0,0,1.0,0.5
56,0.0,CD,0.437,70.0,1,0.0,0.5
56,0.0,AB,0.22,70.0,0,0.0,0.5
56,0.0,EF,0.218,70.0,2,0.0,0.5
56,1.0,AB,0.228,71.0,0,0.0,0.5
56,0.0,EF,0.29,71.0,2,1.0,0.5
56,0.0,CD,0.21,72.0,1,0.0,0.5
56,1.0,AB,0.409,72.0,0,1.0,0.5
56,0.0,EF,0.622,73.0,2,0.0,0.5
56,1.0,AB,0.285,73.0,0,1.0,0.5
56,1.0,EF,0.519,74.0,2,0.0,0.5
56,1.0,CD,0.389,74.0,1,1.0,0.5
56,0.0,CD,0.52,75.0,1,0.0,0.5
56,1.0,EF,0.314,75.0,2,0.0,0.5
56,1.0,AB,0.392,75.0,0,1.0,0.5
56,0.0,EF,0.233,76.0,2,0.0,0.5
56,0.0,AB,0.308,76.0,0,0.0,0.5
56,0.0,CD,0.384,76.0,1,0.0,0.5
56,0.0,CD,0.658,77.0,1,0.0,0.5
56,0.0,AB,0.402,77.0,0,0.0,0.5
56,1.0,EF,0.242,77.0,2,1.0,0.5
56,1.0,EF,0.773,78.0,2,0.0,0.5
56,0.0,CD,0.492,78.0,1,1.0,0.5
56,1.0,AB,0.714,78.0,0,1.0,0.5
56,1.0,AB,0.786,79.0,0,1.0,0.5
56,0.0,EF,1.169,79.0,2,1.0,0.5
56,0.0,CD,0.799,79.0,1,0.0,0.5
56,1.0,AB,0.65,80.0,0,1.0,0.5
56,1.0,CD,0.787,80.0,1,1.0,0.5
56,1.0,EF,0.831,80.0,2,0.0,0.5
56,1.0,EF,0.481,81.0,2,0.0,0.5
56,1.0,AB,0.58,81.0,0,1.0,0.5
56,0.0,CD,0.384,81.0,1,1.0,0.5
56,1.0,AB,0.774,82.0,0,1.0,0.5
56,1.0,CD,0.511,82.0,1,1.0,0.5
56,0.0,EF,0.894,82.0,2,0.0,0.5
56,0.0,AB,0.617,83.0,0,0.0,0.5
56,1.0,CD,0.585,83.0,1,0.0,0.5
56,0.0,EF,0.766,83.0,2,1.0,0.5
56,1.0,CD,0.454,84.0,1,1.0,0.5
56,0.0,EF,0.68,84.0,2,0.0,0.5
56,1.0,AB,0.7,84.0,0,1.0,0.5
56,1.0,CD,3.1,85.0,1,1.0,0.5
56,0.0,EF,2.079,85.0,2,0.0,0.5
56,1.0,AB,1.134,85.0,0,1.0,0.5
56,1.0,CD,3.654,86.0,1,1.0,0.5
56,1.0,AB,0.655,86.0,0,1.0,0.5
56,0.0,EF,0.628,86.0,2,1.0,0.5
56,1.0,AB,1.271,87.0,0,1.0,0.5
56,1.0,CD,2.221,87.0,1,1.0,0.5
56,0.0,EF,1.056,87.0,2,0.0,0.5
56,1.0,EF,0.674,88.0,2,1.0,0.5
56,1.0,AB,1.082,88.0,0,1.0,0.5
56,0.0,CD,0.707,88.0,1,1.0,0.5
56,1.0,AB,1.467,89.0,0,1.0,0.5
56,1.0,CD,1.338,89.0,1,1.0,0.5
56,1.0,EF,0.992,89.0,2,0.0,0.5
56,1.0,AB,0.548,90.0,0,1.0,0.5
56,1.0,EF,0.79,90.0,2,1.0,0.5
56,1.0,CD,1.128,90.0,1,1.0,0.5
56,0.0,AB,0.998,91.0,0,1.0,0.5
56,0.0,CD,0.787,91.0,1,0.0,0.5
56,0.0,EF,1.931,91.0,2,1.0,0.5
56,1.0,AB,0.529,92.0,0,1.0,0.5
56,1.0,CD,0.403,92.0,1,0.0,0.5
56,0.0,CD,0.777,93.0,1,0.0,0.5
56,0.0,AB,0.633,93.0,0,0.0,0.5
56,0.0,EF,0.231,93.0,2,0.0,0.5
56,0.0,AB,0.291,94.0,0,0.0,0.5
56,0.0,EF,0.266,94.0,2,1.0,0.5
56,0.0,CD,0.9,95.0,1,0.0,0.5
56,1.0,AB,1.444,95.0,0,0.0,0.5
56,1.0,EF,0.263,95.0,2,0.0,0.5
56,1.0,EF,0.666,96.0,2,0.0,0.5
56,0.0,CD,0.475,96.0,1,0.0,0.5
56,0.0,CD,0.58,97.0,1,0.0,0.5
56,1.0,AB,0.246,97.0,0,0.0,0.5
56,1.0,EF,0.312,97.0,2,1.0,0.5
56,1.0,CD,0.482,98.0,1,1.0,0.5
56,1.0,AB,0.881,98.0,0,1.0,0.5
56,1.0,EF,2.08,98.0,2,1.0,0.5
56,1.0,CD,3.002,99.0,1,0.0,0.5
56,0.0,EF,0.508,99.0,2,1.0,0.5
56,0.0,AB,0.465,99.0,0,0.0,0.5
56,1.0,CD,0.214,100.0,1,0.0,0.5
56,1.0,AB,0.223,100.0,0,1.0,0.5
56,0.0,EF,0.254,100.0,2,0.0,0.5
3,1.0,CD,5.849,1.0,1,0.0,0.5
3,1.0,EF,3.569,1.0,2,1.0,0.5
3,0.0,AB,2.335,1.0,0,0.0,0.5
3,1.0,EF,2.692,2.0,2,1.0,0.5
3,0.0,AB,2.332,2.0,0,0.0,0.5
3,1.0,CD,3.081,2.0,1,1.0,0.5
3,0.0,EF,2.721,3.0,2,1.0,0.5
3,1.0,CD,1.936,3.0,1,1.0,0.5
3,0.0,AB,1.717,3.0,0,1.0,0.5
3,0.0,AB,4.362,4.0,0,0.0,0.5
3,1.0,CD,1.632,4.0,1,1.0,0.5
3,0.0,EF,2.081,4.0,2,0.0,0.5
3,0.0,AB,1.434,5.0,0,0.0,0.5
3,1.0,CD,2.194,5.0,1,1.0,0.5
3,0.0,EF,1.79,5.0,2,1.0,0.5
3,0.0,EF,1.922,6.0,2,0.0,0.5
3,1.0,CD,1.631,6.0,1,1.0,0.5
3,0.0,AB,1.913,6.0,0,0.0,0.5
3,1.0,CD,1.64,7.0,1,1.0,0.5
3,0.0,EF,1.554,7.0,2,0.0,0.5
3,0.0,AB,2.342,7.0,0,1.0,0.5
3,1.0,CD,1.676,8.0,1,1.0,0.5
3,1.0,EF,2.316,8.0,2,0.0,0.5
3,0.0,AB,1.77,8.0,0,1.0,0.5
3,1.0,AB,2.614,9.0,0,1.0,0.5
3,0.0,EF,1.617,9.0,2,0.0,0.5
3,1.0,CD,1.46,9.0,1,0.0,0.5
3,0.0,EF,1.86,10.0,2,0.0,0.5
3,0.0,AB,1.509,10.0,0,0.0,0.5
3,1.0,CD,1.411,10.0,1,0.0,0.5
3,1.0,EF,1.823,11.0,2,0.0,0.5
3,0.0,CD,2.032,11.0,1,0.0,0.5
3,0.0,AB,2.05,11.0,0,1.0,0.5
3,0.0,AB,1.675,12.0,0,0.0,0.5
3,0.0,EF,1.786,12.0,2,0.0,0.5
3,1.0,CD,1.519,12.0,1,1.0,0.5
3,1.0,CD,1.564,13.0,1,1.0,0.5
3,1.0,AB,1.753,13.0,0,1.0,0.5
3,0.0,EF,1.709,13.0,2,0.0,0.5
3,1.0,CD,1.524,14.0,1,1.0,0.5
3,0.0,AB,1.386,14.0,0,0.0,0.5
3,1.0,EF,3.126,14.0,2,0.0,0.5
3,0.0,AB,2.108,15.0,0,0.0,0.5
3,0.0,EF,1.619,15.0,2,0.0,0.5
3,1.0,CD,1.789,15.0,1,1.0,0.5
3,1.0,EF,3.672,16.0,2,1.0,0.5
3,1.0,CD,1.737,16.0,1,1.0,0.5
3,1.0,AB,2.126,16.0,0,0.0,0.5
3,0.0,AB,2.236,17.0,0,1.0,0.5
3,1.0,CD,1.358,17.0,1,0.0,0.5
3,0.0,EF,1.538,17.0,2,0.0,0.5
3,1.0,CD,1.352,18.0,1,0.0,0.5
3,0.0,EF,2.645,18.0,2,0.0,0.5
3,1.0,AB,2.391,18.0,0,0.0,0.5
3,1.0,EF,2.314,19.0,2,1.0,0.5
3,1.0,CD,1.65,19.0,1,0.0,0.5
3,0.0,AB,2.482,19.0,0,1.0,0.5
3,0.0,EF,1.921,20.0,2,0.0,0.5
3,1.0,CD,1.312,20.0,1,1.0,0.5
3,0.0,AB,1.622,20.0,0,0.0,0.5
3,1.0,AB,2.193,21.0,0,1.0,0.5
3,1.0,CD,1.173,21.0,1,0.0,0.5
3,1.0,EF,1.969,21.0,2,1.0,0.5
3,1.0,EF,1.854,22.0,2,1.0,0.5
3,0.0,CD,3.486,22.0,1,0.0,0.5
3,1.0,AB,1.893,22.0,0,1.0,0.5
3,1.0,EF,1.694,23.0,2,1.0,0.5
3,1.0,CD,1.301,23.0,1,1.0,0.5
3,1.0,AB,2.236,23.0,0,0.0,0.5
3,1.0,AB,1.245,24.0,0,1.0,0.5
3,1.0,EF,1.903,24.0,2,0.0,0.5
3,1.0,CD,1.557,24.0,1,0.0,0.5
3,1.0,CD,1.234,25.0,1,0.0,0.5
3,1.0,AB,2.011,25.0,0,0.0,0.5
3,1.0,EF,1.886,25.0,2,1.0,0.5
3,1.0,AB,3.35,26.0,0,1.0,0.5
3,1.0,EF,2.211,26.0,2,1.0,0.5
3,1.0,CD,1.494,26.0,1,1.0,0.5
3,1.0,EF,1.645,27.0,2,0.0,0.5
3,1.0,AB,3.814,27.0,0,1.0,0.5
3,1.0,CD,3.089,27.0,1,1.0,0.5
3,1.0,AB,2.369,28.0,0,1.0,0.5
3,1.0,CD,1.724,28.0,1,1.0,0.5
3,1.0,EF,1.851,28.0,2,1.0,0.5
3,1.0,EF,1.476,29.0,2,1.0,0.5
3,0.0,AB,1.428,29.0,0,0.0,0.5
3,1.0,CD,1.255,29.0,1,1.0,0.5
3,1.0,EF,1.647,30.0,2,1.0,0.5
3,1.0,CD,1.456,30.0,1,1.0,0.5
3,1.0,AB,2.417,30.0,0,0.0,0.5
3,0.0,AB,2.307,31.0,0,0.0,0.5
3,1.0,EF,2.37,31.0,2,1.0,0.5
3,1.0,CD,1.318,31.0,1,1.0,0.5
3,1.0,CD,1.549,32.0,1,0.0,0.5
3,1.0,AB,1.401,32.0,0,1.0,0.5
3,1.0,EF,3.499,32.0,2,1.0,0.5
3,1.0,CD,1.299,33.0,1,0.0,0.5
3,1.0,AB,1.385,33.0,0,1.0,0.5
3,1.0,EF,2.077,33.0,2,1.0,0.5
3,1.0,CD,1.365,34.0,1,1.0,0.5
3,1.0,EF,1.898,34.0,2,1.0,0.5
3,1.0,AB,1.393,34.0,0,1.0,0.5
3,1.0,CD,1.173,35.0,1,1.0,0.5
3,1.0,AB,1.512,35.0,0,1.0,0.5
3,1.0,EF,2.519,35.0,2,0.0,0.5
3,1.0,CD,1.309,36.0,1,1.0,0.5
3,1.0,EF,1.621,36.0,2,1.0,0.5
3,0.0,AB,1.774,36.0,0,0.0,0.5
3,1.0,EF,1.754,37.0,2,1.0,0.5
3,1.0,CD,2.599,37.0,1,1.0,0.5
3,1.0,AB,3.738,37.0,0,0.0,0.5
3,0.0,AB,3.103,38.0,0,0.0,0.5
3,1.0,EF,4.718,38.0,2,1.0,0.5
3,1.0,CD,1.366,38.0,1,1.0,0.5
3,1.0,EF,2.009,39.0,2,1.0,0.5
3,0.0,AB,2.261,39.0,0,0.0,0.5
3,1.0,CD,1.213,39.0,1,0.0,0.5
3,1.0,AB,2.32,40.0,0,1.0,0.5
3,0.0,EF,3.622,40.0,2,0.0,0.5
3,1.0,CD,1.832,40.0,1,1.0,0.5
4,0.0,AB,4.557,1.0,0,0.0,0.5
4,0.0,CD,0.835,1.0,1,0.0,0.5
4,1.0,EF,3.755,1.0,2,1.0,0.5
4,1.0,CD,2.641,2.0,1,1.0,0.5
4,0.0,EF,1.186,2.0,2,1.0,0.5
4,0.0,AB,0.99,2.0,0,0.0,0.5
4,1.0,EF,1.129,3.0,2,0.0,0.5
4,0.0,CD,1.72,3.0,1,1.0,0.5
4,1.0,AB,1.781,3.0,0,1.0,0.5
4,1.0,CD,1.466,4.0,1,0.0,0.5
4,0.0,AB,1.289,4.0,0,1.0,0.5
4,0.0,EF,1.249,4.0,2,1.0,0.5
4,1.0,EF,1.202,5.0,2,0.0,0.5
4,1.0,AB,1.413,5.0,0,1.0,0.5
4,1.0,CD,1.719,5.0,1,1.0,0.5
4,0.0,AB,1.206,6.0,0,0.0,0.5
4,0.0,CD,0.72,6.0,1,0.0,0.5
4,0.0,EF,1.638,6.0,2,0.0,0.5
4,1.0,AB,3.127,7.0,0,1.0,0.5
4,0.0,CD,0.934,7.0,1,1.0,0.5
4,1.0,EF,1.043,7.0,2,1.0,0.5
4,0.0,AB,0.949,8.0,0,1.0,0.5
4,0.0,CD,1.265,8.0,1,0.0,0.5
4,0.0,EF,1.489,8.0,2,0.0,0.5
4,0.0,AB,1.776,9.0,0,0.0,0.5
4,1.0,CD,1.229,9.0,1,1.0,0.5
4,1.0,EF,1.014,9.0,2,0.0,0.5
4,0.0,AB,0.842,10.0,0,0.0,0.5
4,0.0,EF,2.746,10.0,2,1.0,0.5
4,0.0,CD,1.393,10.0,1,0.0,0.5
4,1.0,EF,0.716,11.0,2,1.0,0.5
4,0.0,CD,0.522,11.0,1,0.0,0.5
4,1.0,AB,2.063,11.0,0,0.0,0.5
4,1.0,AB,1.873,12.0,0,1.0,0.5
4,0.0,CD,2.344,12.0,1,0.0,0.5
4,0.0,EF,2.461,12.0,2,0.0,0.5
4,1.0,AB,1.343,13.0,0,1.0,0.5
4,1.0,EF,1.284,13.0,2,0.0,0.5
4,0.0,CD,1.652,13.0,1,0.0,0.5
4,0.0,AB,1.828,14.0,0,0.0,0.5
4,1.0,EF,1.447,14.0,2,1.0,0.5
4,1.0,CD,2.44,14.0,1,1.0,0.5
4,0.0,EF,1.202,15.0,2,1.0,0.5
4,0.0,AB,1.188,15.0,0,0.0,0.5
4,1.0,CD,1.4,15.0,1,1.0,0.5
4,1.0,AB,1.866,16.0,0,1.0,0.5
4,1.0,CD,1.787,16.0,1,0.0,0.5
4,0.0,EF,1.534,16.0,2,0.0,0.5
4,0.0,EF,1.188,17.0,2,0.0,0.5
4,0.0,CD,1.407,17.0,1,0.0,0.5
4,1.0,AB,1.146,17.0,0,1.0,0.5
4,1.0,AB,0.967,18.0,0,1.0,0.5
4,0.0,EF,2.979,18.0,2,1.0,0.5
4,1.0,CD,1.431,18.0,1,0.0,0.5
4,0.0,AB,1.769,19.0,0,0.0,0.5
4,1.0,CD,2.173,19.0,1,1.0,0.5
4,0.0,EF,2.993,19.0,2,1.0,0.5
4,1.0,CD,0.662,20.0,1,0.0,0.5
4,0.0,EF,1.382,20.0,2,0.0,0.5
4,1.0,AB,1.65,20.0,0,1.0,0.5
4,0.0,EF,1.251,21.0,2,0.0,0.5
4,0.0,AB,1.596,21.0,0,0.0,0.5
4,1.0,CD,1.119,21.0,1,1.0,0.5
4,1.0,CD,4.333,22.0,1,0.0,0.5
4,1.0,AB,1.908,22.0,0,1.0,0.5
4,1.0,EF,1.49,22.0,2,0.0,0.5
4,0.0,AB,1.538,23.0,0,0.0,0.5
4,1.0,CD,1.767,23.0,1,1.0,0.5
4,0.0,EF,2.89,23.0,2,1.0,0.5
4,1.0,CD,1.619,24.0,1,1.0,0.5
4,0.0,EF,1.516,24.0,2,0.0,0.5
4,1.0,AB,2.755,24.0,0,1.0,0.5
4,0.0,EF,0.776,25.0,2,0.0,0.5
4,1.0,AB,1.148,25.0,0,1.0,0.5
4,1.0,CD,0.777,25.0,1,0.0,0.5
4,1.0,AB,1.213,26.0,0,1.0,0.5
4,1.0,CD,0.759,26.0,1,0.0,0.5
4,0.0,EF,1.492,26.0,2,1.0,0.5
4,0.0,CD,1.107,27.0,1,0.0,0.5
4,0.0,AB,1.051,27.0,0,1.0,0.5
4,0.0,EF,1.172,27.0,2,1.0,0.5
4,0.0,CD,1.759,28.0,1,0.0,0.5
4,0.0,EF,2.011,28.0,2,0.0,0.5
4,0.0,AB,2.663,28.0,0,0.0,0.5
4,0.0,CD,1.136,29.0,1,0.0,0.5
4,0.0,AB,1.397,29.0,0,0.0,0.5
4,0.0,EF,1.016,29.0,2,0.0,0.5
4,0.0,EF,2.155,30.0,2,0.0,0.5
4,1.0,CD,1.367,30.0,1,1.0,0.5
4,1.0,AB,1.164,30.0,0,1.0,0.5
4,1.0,AB,0.904,31.0,0,0.0,0.5
4,1.0,CD,3.711,31.0,1,1.0,0.5
4,0.0,EF,1.014,31.0,2,1.0,0.5
4,1.0,AB,0.961,32.0,0,1.0,0.5
4,1.0,CD,1.293,32.0,1,0.0,0.5
4,0.0,EF,1.309,32.0,2,1.0,0.5
4,1.0,CD,1.683,33.0,1,0.0,0.5
4,1.0,AB,2.363,33.0,0,0.0,0.5
4,0.0,EF,0.784,33.0,2,1.0,0.5
4,0.0,AB,1.347,34.0,0,1.0,0.5
