response,rt,feedback,subj_idx,split_by,trial,q_init
1.0,2.802922248840332,1.0,6,0,201,0.5
1.0,3.781965494155884,1.0,6,0,202,0.5
1.0,6.163793087005615,1.0,6,0,203,0.5
1.0,2.5509228706359863,1.0,6,0,204,0.5
1.0,4.569908142089844,1.0,6,0,205,0.5
1.0,4.623904228210449,0.0,6,0,206,0.5
1.0,2.619922161102295,0.0,6,0,207,0.5
0.0,4.769893646240234,0.0,6,0,208,0.5
0.0,3.015932083129883,0.0,6,0,209,0.5
1.0,4.241931915283203,0.0,6,0,210,0.5
0.0,3.605959892272949,0.0,6,0,211,0.5
1.0,2.9489290714263916,0.0,6,0,212,0.5
0.0,3.2159414291381836,0.0,6,0,213,0.5
0.0,4.77789306640625,0.0,6,0,214,0.5
0.0,2.062929153442383,0.0,6,0,215,0.5
1.0,5.2158613204956055,1.0,6,0,216,0.5
1.0,2.851924419403076,1.0,6,0,217,0.5
1.0,2.806922435760498,1.0,6,0,218,0.5
1.0,2.3509254455566406,0.0,6,0,219,0.5
0.0,5.84881591796875,0.0,6,0,220,0.5
1.0,2.5049235820770264,1.0,6,0,221,0.5
1.0,3.066934585571289,0.0,6,0,222,0.5
1.0,4.550909996032715,1.0,6,0,223,0.5
1.0,3.4449522495269775,1.0,6,0,224,0.5
1.0,3.6799631118774414,0.0,6,0,225,0.5
1.0,2.5409231185913086,1.0,6,0,226,0.5
1.0,3.6289608478546143,1.0,6,0,227,0.5
1.0,2.711920976638794,1.0,6,0,228,0.5
1.0,2.5989222526550293,1.0,6,0,229,0.5
1.0,2.9359283447265625,1.0,6,0,230,0.5
1.0,2.3189258575439453,1.0,6,0,231,0.5
1.0,2.6339218616485596,1.0,6,0,232,0.5
1.0,5.194863319396973,1.0,6,0,233,0.5
1.0,2.800922155380249,1.0,6,0,234,0.5
1.0,2.343925714492798,1.0,6,0,235,0.5
1.0,2.3209259510040283,1.0,6,0,236,0.5
1.0,2.278926372528076,1.0,6,0,237,0.5
1.0,4.054945945739746,1.0,6,0,238,0.5
1.0,3.050933837890625,1.0,6,0,239,0.5
1.0,2.8669252395629883,1.0,6,0,240,0.5
1.0,3.073935031890869,1.0,6,0,241,0.5
1.0,2.8749256134033203,1.0,6,0,242,0.5
1.0,3.7609670162200928,1.0,6,0,243,0.5
1.0,2.8629250526428223,1.0,6,0,244,0.5
1.0,3.6429615020751953,1.0,6,0,245,0.5
1.0,5.806818962097168,1.0,6,0,246,0.5
1.0,5.876813888549805,1.0,6,0,247,0.5
1.0,3.6429615020751953,1.0,6,0,248,0.5
1.0,3.527956008911133,0.0,6,0,249,0.5
1.0,4.52291202545166,1.0,6,0,250,0.5
1.0,3.1829400062561035,1.0,6,0,251,0.5
1.0,3.1779398918151855,1.0,6,0,252,0.5
1.0,3.00093150138855,1.0,6,0,253,0.5
1.0,2.3169260025024414,1.0,6,0,254,0.5
1.0,4.01094913482666,1.0,6,0,255,0.5
1.0,2.843924045562744,1.0,6,0,256,0.5
1.0,2.9799304008483887,1.0,6,0,257,0.5
1.0,3.3859496116638184,0.0,6,0,258,0.5
1.0,3.3959498405456543,1.0,6,0,259,0.5
1.0,3.9829509258270264,1.0,6,0,260,0.5
1.0,2.812922716140747,1.0,6,0,261,0.5
1.0,3.603959560394287,1.0,6,0,262,0.5
1.0,2.152928113937378,1.0,6,0,263,0.5
1.0,2.8879261016845703,1.0,6,0,264,0.5
1.0,3.1699395179748535,1.0,6,0,265,0.5
1.0,3.024932622909546,1.0,6,0,266,0.5
1.0,3.4209511280059814,1.0,6,0,267,0.5
1.0,2.471924066543579,1.0,6,0,268,0.5
1.0,4.47591495513916,1.0,6,0,269,0.5
1.0,3.497954845428467,1.0,6,0,270,0.5
1.0,3.7139649391174316,1.0,6,0,271,0.5
1.0,3.6099600791931152,1.0,6,0,272,0.5
1.0,3.7239651679992676,1.0,6,0,273,0.5
1.0,2.8749256134033203,1.0,6,0,274,0.5
1.0,2.530923366546631,1.0,6,0,275,0.5
1.0,2.700921058654785,0.0,6,0,276,0.5
1.0,3.8289620876312256,1.0,6,0,277,0.5
0.0,3.4559526443481445,0.0,6,0,278,0.5
1.0,2.3679254055023193,1.0,6,0,279,0.5
1.0,3.1379380226135254,1.0,6,0,280,0.5
1.0,2.9009268283843994,1.0,6,0,281,0.5
1.0,3.587958812713623,1.0,6,0,282,0.5
1.0,3.005931854248047,1.0,6,0,283,0.5
1.0,2.5809226036071777,1.0,6,0,284,0.5
1.0,2.476923942565918,1.0,6,0,285,0.5
1.0,2.428924560546875,1.0,6,0,286,0.5
1.0,2.55892276763916,1.0,6,0,287,0.5
1.0,3.972951650619507,0.0,6,0,288,0.5
1.0,2.5969223976135254,1.0,6,0,289,0.5
1.0,3.551957130432129,1.0,6,0,290,0.5
1.0,2.6729214191436768,1.0,6,0,291,0.5
1.0,2.4589242935180664,1.0,6,0,292,0.5
1.0,2.838923931121826,1.0,6,0,293,0.5
1.0,2.795921802520752,1.0,6,0,294,0.5
1.0,3.276944398880005,0.0,6,0,295,0.5
1.0,4.5319108963012695,1.0,6,0,296,0.5
1.0,2.846924304962158,1.0,6,0,297,0.5
1.0,2.3709254264831543,1.0,6,0,298,0.5
1.0,3.6969640254974365,1.0,6,0,299,0.5
1.0,2.768920660018921,1.0,6,0,300,0.5
1.0,3.320946455001831,1.0,6,0,301,0.5
1.0,3.083935260772705,0.0,6,0,302,0.5
1.0,2.9359283447265625,1.0,6,0,303,0.5
1.0,3.800964117050171,1.0,6,0,304,0.5
1.0,3.4209511280059814,0.0,6,0,305,0.5
1.0,5.135867118835449,1.0,6,0,306,0.5
1.0,2.470923900604248,1.0,6,0,307,0.5
1.0,3.4839539527893066,1.0,6,0,308,0.5
1.0,2.3169260025024414,1.0,6,0,309,0.5
1.0,3.290945053100586,1.0,6,0,310,0.5
1.0,3.2179417610168457,1.0,6,0,311,0.5
1.0,2.510923385620117,0.0,6,0,312,0.5
1.0,5.269857406616211,1.0,6,0,313,0.5
1.0,3.3929498195648193,1.0,6,0,314,0.5
1.0,2.4889237880706787,1.0,6,0,315,0.5
1.0,3.1219372749328613,1.0,6,0,316,0.5
1.0,3.328946828842163,0.0,6,0,317,0.5
1.0,5.174864768981934,0.0,6,0,318,0.5
1.0,3.071934700012207,1.0,6,0,319,0.5
1.0,2.605922222137451,1.0,6,0,320,0.5
1.0,2.981930732727051,1.0,6,0,321,0.5
1.0,3.864959478378296,1.0,6,0,322,0.5
1.0,4.308927536010742,1.0,6,0,323,0.5
1.0,3.2089412212371826,1.0,6,0,324,0.5
1.0,4.205934524536133,1.0,6,0,325,0.5
1.0,3.1429381370544434,0.0,6,0,326,0.5
1.0,4.802891731262207,1.0,6,0,327,0.5
1.0,4.040946960449219,1.0,6,0,328,0.5
1.0,4.474915504455566,1.0,6,0,329,0.5
1.0,3.493954658508301,1.0,6,0,330,0.5
1.0,2.831923484802246,0.0,6,0,331,0.5
0.0,2.235927104949951,0.0,6,0,332,0.5
0.0,6.01280403137207,0.0,6,0,333,0.5
1.0,3.1899404525756836,1.0,6,0,334,0.5
1.0,2.9359283447265625,1.0,6,0,335,0.5
1.0,2.4939236640930176,1.0,6,0,336,0.5
1.0,3.4409520626068115,1.0,6,0,337,0.5
1.0,2.567922830581665,1.0,6,0,338,0.5
1.0,2.8749256134033203,1.0,6,0,339,0.5
1.0,3.1489384174346924,0.0,6,0,340,0.5
1.0,3.350947856903076,1.0,6,0,341,0.5
1.0,4.876886367797852,1.0,6,0,342,0.5
1.0,3.1209371089935303,1.0,6,0,343,0.5
1.0,3.002931594848633,1.0,6,0,344,0.5
1.0,2.5519230365753174,1.0,6,0,345,0.5
1.0,2.9809305667877197,1.0,6,0,346,0.5
1.0,2.4059247970581055,1.0,6,0,347,0.5
1.0,2.8589248657226562,1.0,6,0,348,0.5
1.0,5.143866539001465,1.0,6,0,349,0.5
1.0,4.389921188354492,0.0,6,0,350,0.5
1.0,3.6779632568359375,1.0,6,0,351,0.5
1.0,5.644830703735352,1.0,6,0,352,0.5
1.0,3.334947109222412,1.0,6,0,353,0.5
1.0,2.6869211196899414,1.0,6,0,354,0.5
1.0,3.284944772720337,1.0,6,0,355,0.5
1.0,3.1189370155334473,1.0,6,0,356,0.5
1.0,3.047933578491211,1.0,6,0,357,0.5
1.0,3.1189370155334473,1.0,6,0,358,0.5
1.0,2.9079270362854004,1.0,6,0,359,0.5
1.0,3.588958978652954,1.0,6,0,360,0.5
1.0,2.2569267749786377,1.0,6,0,361,0.5
1.0,2.3589253425598145,1.0,6,0,362,0.5
1.0,2.699921131134033,1.0,6,0,363,0.5
1.0,2.424924612045288,1.0,6,0,364,0.5
1.0,2.810922622680664,1.0,6,0,365,0.5
1.0,2.484923839569092,1.0,6,0,366,0.5
1.0,2.3179259300231934,1.0,6,0,367,0.5
1.0,2.997931480407715,1.0,6,0,368,0.5
1.0,2.143928289413452,1.0,6,0,369,0.5
1.0,2.667921543121338,1.0,6,0,370,0.5
1.0,2.779921054840088,1.0,6,0,371,0.5
1.0,2.828923463821411,1.0,6,0,372,0.5
1.0,2.8619251251220703,1.0,6,0,373,0.5
1.0,2.9119272232055664,1.0,6,0,374,0.5
1.0,2.5039236545562744,1.0,6,0,375,0.5
1.0,2.74992036819458,1.0,6,0,376,0.5
1.0,5.027874946594238,1.0,6,0,377,0.5
1.0,2.329925775527954,1.0,6,0,378,0.5
1.0,2.5489230155944824,1.0,6,0,379,0.5
1.0,2.811922550201416,1.0,6,0,380,0.5
1.0,3.3699488639831543,1.0,6,0,381,0.5
1.0,4.5119123458862305,1.0,6,0,382,0.5
1.0,2.3509254455566406,1.0,6,0,383,0.5
1.0,2.747920513153076,1.0,6,0,384,0.5
1.0,3.8329617977142334,1.0,6,0,385,0.5
1.0,2.468924045562744,0.0,6,0,386,0.5
0.0,2.146928071975708,0.0,6,0,387,0.5
1.0,2.8539247512817383,0.0,6,0,388,0.5
1.0,6.002804756164551,1.0,6,0,389,0.5
1.0,2.3629255294799805,1.0,6,0,390,0.5
1.0,5.702826499938965,0.0,6,0,391,0.5
0.0,2.427924633026123,0.0,6,0,392,0.5
1.0,5.298855781555176,0.0,6,0,393,0.5
1.0,2.9749302864074707,1.0,6,0,394,0.5
1.0,3.06093430519104,0.0,6,0,395,0.5
1.0,3.8359615802764893,1.0,6,0,396,0.5
1.0,3.3959498405456543,1.0,6,0,397,0.5
1.0,3.580958604812622,1.0,6,0,398,0.5
1.0,2.810922622680664,1.0,6,0,399,0.5
1.0,2.155928134918213,1.0,6,0,400,0.5
1.0,2.5449230670928955,1.0,6,0,401,0.5
1.0,2.76792049407959,0.0,6,0,402,0.5
1.0,2.804922342300415,0.0,6,0,403,0.5
0.0,4.323925971984863,0.0,6,0,404,0.5
0.0,3.111936569213867,0.0,6,0,405,0.5
1.0,3.1149368286132812,1.0,6,0,406,0.5
1.0,2.248926877975464,0.0,6,0,407,0.5
1.0,3.6589622497558594,1.0,6,0,408,0.5
1.0,2.382925033569336,1.0,6,0,409,0.5
1.0,2.5369231700897217,1.0,6,0,410,0.5
1.0,3.7249653339385986,1.0,6,0,411,0.5
1.0,2.465924024581909,1.0,6,0,412,0.5
1.0,2.604922294616699,1.0,6,0,413,0.5
1.0,2.5879225730895996,1.0,6,0,414,0.5
1.0,2.480923891067505,1.0,6,0,415,0.5
1.0,3.256943464279175,1.0,6,0,416,0.5
1.0,2.295926332473755,1.0,6,0,417,0.5
1.0,2.6369218826293945,1.0,6,0,418,0.5
1.0,2.7239208221435547,1.0,6,0,419,0.5
1.0,2.7179207801818848,1.0,6,0,420,0.5
1.0,2.850924491882324,1.0,6,0,421,0.5
1.0,2.654921531677246,0.0,6,0,422,0.5
1.0,4.47591495513916,1.0,6,0,423,0.5
1.0,3.7599668502807617,1.0,6,0,424,0.5
1.0,3.1589388847351074,1.0,6,0,425,0.5
1.0,5.051873207092285,1.0,6,0,426,0.5
1.0,2.82792329788208,1.0,6,0,427,0.5
1.0,2.342925548553467,1.0,6,0,428,0.5
1.0,3.057934284210205,1.0,6,0,429,0.5
1.0,3.047933578491211,0.0,6,0,430,0.5
1.0,6.2007904052734375,0.0,6,0,431,0.5
1.0,6.163793087005615,1.0,6,0,432,0.5
1.0,3.553957462310791,1.0,6,0,433,0.5
1.0,3.318946361541748,1.0,6,0,434,0.5
1.0,2.9119272232055664,1.0,6,0,435,0.5
1.0,3.2469429969787598,0.0,6,0,436,0.5
1.0,2.2639267444610596,1.0,6,0,437,0.5
1.0,4.096942901611328,1.0,6,0,438,0.5
1.0,2.5919225215911865,1.0,6,0,439,0.5
1.0,2.432924509048462,1.0,6,0,440,0.5
1.0,3.4669532775878906,1.0,6,0,441,0.5
1.0,3.077935218811035,1.0,6,0,442,0.5
1.0,2.78192138671875,1.0,6,0,443,0.5
1.0,2.837924003601074,1.0,6,0,444,0.5
1.0,3.4909543991088867,1.0,6,0,445,0.5
1.0,3.1479382514953613,1.0,6,0,446,0.5
1.0,3.055933952331543,1.0,6,0,447,0.5
1.0,3.327946662902832,1.0,6,0,448,0.5
1.0,2.9219279289245605,1.0,6,0,449,0.5
1.0,2.527923345565796,1.0,6,0,450,0.5
1.0,3.285944938659668,0.0,6,0,451,0.5
1.0,4.420919418334961,1.0,6,0,452,0.5
1.0,4.146939277648926,1.0,6,0,453,0.5
1.0,2.6449217796325684,1.0,6,0,454,0.5
1.0,3.1289374828338623,0.0,6,0,455,0.5
1.0,2.230926990509033,1.0,6,0,456,0.5
1.0,2.4939236640930176,0.0,6,0,457,0.5
1.0,3.619960308074951,1.0,6,0,458,0.5
1.0,2.293926239013672,1.0,6,0,459,0.5
1.0,2.9959311485290527,1.0,6,0,460,0.5
1.0,2.700921058654785,0.0,6,0,461,0.5
0.0,7.175719738006592,0.0,6,0,462,0.5
1.0,2.6369218826293945,0.0,6,0,463,0.5
1.0,7.365705966949463,1.0,6,0,464,0.5
1.0,3.5159554481506348,1.0,6,0,465,0.5
1.0,2.824923276901245,1.0,6,0,466,0.5
1.0,3.4229512214660645,1.0,6,0,467,0.5
1.0,3.818962812423706,1.0,6,0,468,0.5
1.0,2.326925754547119,1.0,6,0,469,0.5
1.0,2.788921594619751,1.0,6,0,470,0.5
1.0,2.337925672531128,1.0,6,0,471,0.5
1.0,3.573958396911621,1.0,6,0,472,0.5
1.0,2.295926332473755,1.0,6,0,473,0.5
1.0,2.74992036819458,1.0,6,0,474,0.5
1.0,2.819922924041748,1.0,6,0,475,0.5
1.0,3.3809492588043213,1.0,6,0,476,0.5
1.0,2.579922676086426,0.0,6,0,477,0.5
0.0,2.989931106567383,0.0,6,0,478,0.5
1.0,2.83492374420166,1.0,6,0,479,0.5
1.0,4.189935684204102,1.0,6,0,480,0.5
1.0,2.824923276901245,0.0,6,0,481,0.5
1.0,4.01094913482666,1.0,6,0,482,0.5
1.0,5.405847549438477,1.0,6,0,483,0.5
1.0,3.836961507797241,1.0,6,0,484,0.5
1.0,2.5469231605529785,1.0,6,0,485,0.5
1.0,2.837924003601074,1.0,6,0,486,0.5
1.0,2.6469216346740723,1.0,6,0,487,0.5
1.0,3.1409380435943604,1.0,6,0,488,0.5
1.0,2.9779305458068848,1.0,6,0,489,0.5
1.0,2.5429229736328125,1.0,6,0,490,0.5
1.0,2.6419217586517334,1.0,6,0,491,0.5
1.0,2.9779305458068848,0.0,6,0,492,0.5
1.0,3.047933578491211,0.0,6,0,493,0.5
1.0,4.582907676696777,0.0,6,0,494,0.5
0.0,2.112928628921509,0.0,6,0,495,0.5
1.0,6.919738292694092,1.0,6,0,496,0.5
1.0,2.573922634124756,1.0,6,0,497,0.5
1.0,3.1489384174346924,1.0,6,0,498,0.5
1.0,4.533910751342773,1.0,6,0,499,0.5
1.0,3.4649531841278076,0.0,6,0,500,0.5
1.0,5.8158183097839355,0.0,6,1,1,0.5
0.0,3.1439380645751953,0.0,6,1,2,0.5
0.0,3.4059505462646484,0.0,6,1,3,0.5
0.0,3.2209417819976807,0.0,6,1,4,0.5
1.0,4.116941452026367,1.0,6,1,5,0.5
1.0,2.2709264755249023,1.0,6,1,6,0.5
1.0,3.530956268310547,1.0,6,1,7,0.5
1.0,3.2249419689178467,0.0,6,1,8,0.5
1.0,3.9189555644989014,1.0,6,1,9,0.5
1.0,2.6309218406677246,0.0,6,1,10,0.5
0.0,3.904956579208374,0.0,6,1,11,0.5
1.0,3.7179651260375977,1.0,6,1,12,0.5
1.0,3.822962522506714,1.0,6,1,13,0.5
1.0,3.4709534645080566,1.0,6,1,14,0.5
1.0,3.074934959411621,1.0,6,1,15,0.5
1.0,3.269944190979004,1.0,6,1,16,0.5
1.0,2.479923963546753,1.0,6,1,17,0.5
1.0,4.783892631530762,1.0,6,1,18,0.5
1.0,3.2349424362182617,1.0,6,1,19,0.5
1.0,2.989931106567383,0.0,6,1,20,0.5
1.0,4.6599016189575195,1.0,6,1,21,0.5
1.0,3.046933650970459,0.0,6,1,22,0.5
1.0,3.1659393310546875,1.0,6,1,23,0.5
1.0,2.4529242515563965,0.0,6,1,24,0.5
0.0,3.8529603481292725,1.0,6,1,25,0.5
0.0,2.1669278144836426,1.0,6,1,26,0.5
0.0,2.6279220581054688,0.0,6,1,27,0.5
0.0,2.429924488067627,0.0,6,1,28,0.5
1.0,6.269785404205322,1.0,6,1,29,0.5
0.0,3.4399518966674805,0.0,6,1,30,0.5
1.0,4.6869001388549805,0.0,6,1,31,0.5
1.0,3.3539481163024902,0.0,6,1,32,0.5
1.0,6.295783519744873,0.0,6,1,33,0.5
1.0,4.891884803771973,0.0,6,1,34,0.5
1.0,3.4389519691467285,1.0,6,1,35,0.5
1.0,3.7939646244049072,1.0,6,1,36,0.5
1.0,3.1769397258758545,0.0,6,1,37,0.5
0.0,2.247926950454712,0.0,6,1,38,0.5
1.0,4.209934234619141,1.0,6,1,39,0.5
1.0,3.061934471130371,1.0,6,1,40,0.5
1.0,5.690827369689941,1.0,6,1,41,0.5
1.0,2.9909310340881348,0.0,6,1,42,0.5
1.0,2.572922706604004,0.0,6,1,43,0.5
0.0,2.4549241065979004,1.0,6,1,44,0.5
0.0,2.109928607940674,1.0,6,1,45,0.5
0.0,3.9419538974761963,1.0,6,1,46,0.5
0.0,2.2569267749786377,1.0,6,1,47,0.5
0.0,2.5949225425720215,0.0,6,1,48,0.5
0.0,2.471924066543579,0.0,6,1,49,0.5
0.0,5.50084114074707,0.0,6,1,50,0.5
1.0,4.945880889892578,1.0,6,1,51,0.5
1.0,2.9249279499053955,1.0,6,1,52,0.5
1.0,4.377922058105469,1.0,6,1,53,0.5
1.0,2.6819212436676025,1.0,6,1,54,0.5
1.0,2.816922903060913,0.0,6,1,55,0.5
1.0,2.751920461654663,1.0,6,1,56,0.5
1.0,4.598906517028809,1.0,6,1,57,0.5
1.0,4.923882484436035,1.0,6,1,58,0.5
1.0,2.6009223461151123,1.0,6,1,59,0.5
1.0,2.833923816680908,1.0,6,1,60,0.5
1.0,2.331925868988037,0.0,6,1,61,0.5
0.0,4.149938583374023,0.0,6,1,62,0.5
1.0,3.076935052871704,0.0,6,1,63,0.5
0.0,4.623904228210449,0.0,6,1,64,0.5
0.0,3.2369425296783447,1.0,6,1,65,0.5
0.0,4.86988639831543,0.0,6,1,66,0.5
0.0,3.014932155609131,1.0,6,1,67,0.5
0.0,2.325925827026367,0.0,6,1,68,0.5
0.0,5.088871002197266,0.0,6,1,69,0.5
0.0,6.127795696258545,0.0,6,1,70,0.5
0.0,3.966952085494995,1.0,6,1,71,0.5
0.0,2.626922130584717,1.0,6,1,72,0.5
0.0,2.3219258785247803,1.0,6,1,73,0.5
0.0,2.2199273109436035,0.0,6,1,74,0.5
0.0,2.3639254570007324,1.0,6,1,75,0.5
0.0,3.038933277130127,1.0,6,1,76,0.5
0.0,2.800922155380249,0.0,6,1,77,0.5
0.0,3.024932622909546,1.0,6,1,78,0.5
0.0,2.3249258995056152,0.0,6,1,79,0.5
1.0,5.704826354980469,1.0,6,1,80,0.5
1.0,4.884885787963867,1.0,6,1,81,0.5
1.0,3.002931594848633,0.0,6,1,82,0.5
1.0,2.8629250526428223,1.0,6,1,83,0.5
0.0,2.201927423477173,0.0,6,1,84,0.5
1.0,2.626922130584717,1.0,6,1,85,0.5
1.0,2.2219271659851074,1.0,6,1,86,0.5
1.0,3.6759629249572754,1.0,6,1,87,0.5
1.0,3.506955146789551,0.0,6,1,88,0.5
0.0,6.353779315948486,1.0,6,1,89,0.5
0.0,2.9099273681640625,0.0,6,1,90,0.5
1.0,5.12686824798584,1.0,6,1,91,0.5
1.0,2.831923484802246,1.0,6,1,92,0.5
0.0,4.899884223937988,1.0,6,1,93,0.5
0.0,4.508913040161133,0.0,6,1,94,0.5
1.0,3.344947576522827,1.0,6,1,95,0.5
1.0,2.6029224395751953,1.0,6,1,96,0.5
1.0,3.541956901550293,1.0,6,1,97,0.5
1.0,4.114941596984863,1.0,6,1,98,0.5
1.0,3.3689486980438232,1.0,6,1,99,0.5
1.0,2.609922170639038,1.0,6,1,100,0.5
1.0,5.2358598709106445,1.0,6,1,101,0.5
1.0,2.756920337677002,1.0,6,1,102,0.5
1.0,3.7939646244049072,1.0,6,1,103,0.5
1.0,2.626922130584717,0.0,6,1,104,0.5
1.0,2.378925323486328,0.0,6,1,105,0.5
0.0,2.0899288654327393,1.0,6,1,106,0.5
0.0,4.124940872192383,1.0,6,1,107,0.5
0.0,2.4039249420166016,0.0,6,1,108,0.5
0.0,2.9869308471679688,0.0,6,1,109,0.5
0.0,4.552909851074219,0.0,6,1,110,0.5
1.0,4.075943946838379,1.0,6,1,111,0.5
1.0,4.9378814697265625,1.0,6,1,112,0.5
1.0,3.987950563430786,1.0,6,1,113,0.5
1.0,3.4519524574279785,0.0,6,1,114,0.5
1.0,2.800922155380249,1.0,6,1,115,0.5
1.0,3.4479522705078125,1.0,6,1,116,0.5
1.0,3.30694580078125,1.0,6,1,117,0.5
1.0,2.9389286041259766,1.0,6,1,118,0.5
1.0,2.5379230976104736,0.0,6,1,119,0.5
1.0,3.002931594848633,1.0,6,1,120,0.5
1.0,3.2489430904388428,1.0,6,1,121,0.5
1.0,2.7419204711914062,0.0,6,1,122,0.5
0.0,3.2339425086975098,1.0,6,1,123,0.5
0.0,2.9419288635253906,1.0,6,1,124,0.5
0.0,4.278929710388184,1.0,6,1,125,0.5
0.0,2.609922170639038,0.0,6,1,126,0.5
0.0,4.271929740905762,0.0,6,1,127,0.5
1.0,4.10294246673584,0.0,6,1,128,0.5
1.0,4.973878860473633,0.0,6,1,129,0.5
0.0,3.027932643890381,0.0,6,1,130,0.5
0.0,3.073935031890869,0.0,6,1,131,0.5
1.0,4.4089202880859375,1.0,6,1,132,0.5
1.0,3.017932415008545,1.0,6,1,133,0.5
1.0,3.250943183898926,1.0,6,1,134,0.5
1.0,3.7159647941589355,1.0,6,1,135,0.5
1.0,2.3139259815216064,0.0,6,1,136,0.5
1.0,4.340925216674805,1.0,6,1,137,0.5
1.0,3.285944938659668,1.0,6,1,138,0.5
1.0,3.35994815826416,0.0,6,1,139,0.5
1.0,5.3268537521362305,1.0,6,1,140,0.5
1.0,2.6519217491149902,1.0,6,1,141,0.5
1.0,3.583958625793457,1.0,6,1,142,0.5
1.0,3.579958438873291,0.0,6,1,143,0.5
1.0,3.530956268310547,1.0,6,1,144,0.5
1.0,3.092935800552368,1.0,6,1,145,0.5
1.0,2.8709254264831543,1.0,6,1,146,0.5
1.0,3.7839653491973877,1.0,6,1,147,0.5
1.0,2.7439205646514893,1.0,6,1,148,0.5
1.0,3.287944793701172,0.0,6,1,149,0.5
0.0,4.033946990966797,1.0,6,1,150,0.5
0.0,2.201927423477173,0.0,6,1,151,0.5
1.0,7.218716621398926,1.0,6,1,152,0.5
1.0,3.1419382095336914,1.0,6,1,153,0.5
1.0,2.9029269218444824,1.0,6,1,154,0.5
1.0,5.035874366760254,0.0,6,1,155,0.5
0.0,2.4449243545532227,0.0,6,1,156,0.5
1.0,2.3019261360168457,1.0,6,1,157,0.5
1.0,5.045873641967773,1.0,6,1,158,0.5
1.0,3.1589388847351074,0.0,6,1,159,0.5
1.0,2.6349220275878906,0.0,6,1,160,0.5
1.0,2.665921449661255,1.0,6,1,161,0.5
1.0,3.1359376907348633,0.0,6,1,162,0.5
0.0,4.227932929992676,0.0,6,1,163,0.5
1.0,2.752920389175415,1.0,6,1,164,0.5
1.0,3.9849507808685303,0.0,6,1,165,0.5
1.0,3.075934886932373,1.0,6,1,166,0.5
1.0,2.623922109603882,1.0,6,1,167,0.5
1.0,2.419924736022949,0.0,6,1,168,0.5
1.0,4.157938003540039,1.0,6,1,169,0.5
1.0,3.749966621398926,1.0,6,1,170,0.5
1.0,2.527923345565796,0.0,6,1,171,0.5
0.0,2.859924793243408,0.0,6,1,172,0.5
1.0,3.81596302986145,1.0,6,1,173,0.5
1.0,4.106942176818848,1.0,6,1,174,0.5
1.0,3.031932830810547,1.0,6,1,175,0.5
1.0,2.9679298400878906,1.0,6,1,176,0.5
1.0,3.086935520172119,1.0,6,1,177,0.5
1.0,2.8729255199432373,0.0,6,1,178,0.5
1.0,2.9689300060272217,1.0,6,1,179,0.5
1.0,2.9719300270080566,1.0,6,1,180,0.5
1.0,2.9309282302856445,1.0,6,1,181,0.5
1.0,2.7439205646514893,1.0,6,1,182,0.5
1.0,2.4089248180389404,1.0,6,1,183,0.5
1.0,3.338947296142578,1.0,6,1,184,0.5
1.0,3.594959259033203,0.0,6,1,185,0.5
1.0,3.2029409408569336,1.0,6,1,186,0.5
1.0,3.098936080932617,1.0,6,1,187,0.5
1.0,3.534956455230713,0.0,6,1,188,0.5
1.0,3.352947950363159,1.0,6,1,189,0.5
1.0,4.354924201965332,0.0,6,1,190,0.5
1.0,3.8919575214385986,0.0,6,1,191,0.5
1.0,5.818818092346191,1.0,6,1,192,0.5
1.0,3.1459383964538574,0.0,6,1,193,0.5
1.0,2.6279220581054688,1.0,6,1,194,0.5
1.0,3.9329545497894287,1.0,6,1,195,0.5
1.0,3.1149368286132812,1.0,6,1,196,0.5
1.0,2.9169275760650635,1.0,6,1,197,0.5
1.0,4.539910316467285,1.0,6,1,198,0.5
1.0,2.795921802520752,1.0,6,1,199,0.5
1.0,2.9049270153045654,0.0,6,1,200,0.5
1.0,2.6279220581054688,1.0,6,1,201,0.5
1.0,4.327925682067871,1.0,6,1,202,0.5
1.0,2.9869308471679688,1.0,6,1,203,0.5
1.0,3.8899576663970947,0.0,6,1,204,0.5
1.0,4.417919158935547,1.0,6,1,205,0.5
1.0,2.5419230461120605,0.0,6,1,206,0.5
1.0,3.042933464050293,1.0,6,1,207,0.5
1.0,2.4919238090515137,1.0,6,1,208,0.5
1.0,2.770920753479004,1.0,6,1,209,0.5
1.0,3.7199649810791016,0.0,6,1,210,0.5
1.0,3.039933204650879,1.0,6,1,211,0.5
1.0,3.4569528102874756,1.0,6,1,212,0.5
1.0,2.9699301719665527,1.0,6,1,213,0.5
1.0,2.835923671722412,1.0,6,1,214,0.5
1.0,2.609922170639038,1.0,6,1,215,0.5
1.0,3.330946922302246,1.0,6,1,216,0.5
1.0,4.325925827026367,0.0,6,1,217,0.5
1.0,2.6759214401245117,1.0,6,1,218,0.5
1.0,3.1229372024536133,1.0,6,1,219,0.5
1.0,3.2299423217773438,1.0,6,1,220,0.5
1.0,2.6869211196899414,1.0,6,1,221,0.5
1.0,3.821962594985962,1.0,6,1,222,0.5
1.0,3.1939406394958496,0.0,6,1,223,0.5
1.0,3.1929404735565186,1.0,6,1,224,0.5
1.0,2.605922222137451,0.0,6,1,225,0.5
1.0,2.775920867919922,1.0,6,1,226,0.5
1.0,3.4459524154663086,1.0,6,1,227,0.5
1.0,2.839923858642578,0.0,6,1,228,0.5
